"Fecha","Último","Apertura","Máximo","Mínimo","% var."
"11.08.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"10.08.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"07.08.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"06.08.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"05.08.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"04.08.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"03.08.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"31.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"30.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"29.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"28.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"27.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"24.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"23.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"22.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"21.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"20.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"17.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"16.07.2020","0,1290","0,1290","0,1290","0,1289","0,00%"
"15.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"14.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"13.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"10.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"09.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"08.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"07.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"06.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"03.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"02.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"01.07.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"30.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"29.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"26.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"25.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"24.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"23.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"22.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"19.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"18.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"17.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"16.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"15.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"12.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"11.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"10.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"09.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"08.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"05.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"04.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"03.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"02.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"01.06.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"29.05.2020","0,1290","0,1290","0,1290","0,1289","0,00%"
"28.05.2020","0,1290","0,1290","0,1290","0,1289","0,00%"
"27.05.2020","0,1290","0,1290","0,1290","0,1289","0,00%"
"26.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"25.05.2020","0,1289","0,1289","0,1290","0,1289","0,00%"
"22.05.2020","0,1289","0,1290","0,1290","0,1289","0,00%"
"21.05.2020","0,1290","0,1290","0,1290","0,1289","-0,06%"
"20.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"19.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"18.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"15.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"14.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"13.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"12.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"11.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"08.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"07.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"06.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"05.05.2020","0,1290","0,1290","0,1290","0,1289","0,00%"
"04.05.2020","0,1290","0,1290","0,1290","0,1289","0,00%"
"01.05.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"30.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"29.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"28.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"27.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"24.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"23.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"22.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"21.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"20.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"17.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"16.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"15.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"14.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"13.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"10.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"09.04.2020","0,1290","0,1290","0,1290","0,1289","0,00%"
"08.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"07.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"06.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"03.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"02.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"01.04.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"31.03.2020","0,1290","0,1289","0,1290","0,1289","0,05%"
"30.03.2020","0,1289","0,1290","0,1290","0,1289","-0,04%"
"27.03.2020","0,1290","0,1290","0,1290","0,1290","0,00%"
"26.03.2020","0,1290","0,1290","0,1290","0,1289","0,00%"
"25.03.2020","0,1290","0,1290","0,1290","0,1289","0,00%"
"24.03.2020","0,1290","0,1289","0,1290","0,1289","0,04%"
"23.03.2020","0,1289","0,1289","0,1290","0,1289","0,00%"
"20.03.2020","0,1289","0,1289","0,1289","0,1288","0,05%"
"19.03.2020","0,1288","0,1288","0,1289","0,1287","0,00%"
"18.03.2020","0,1288","0,1288","0,1289","0,1287","0,00%"
"17.03.2020","0,1288","0,1288","0,1289","0,1287","0,07%"
"16.03.2020","0,1288","0,1287","0,1289","0,1287","0,00%"
"13.03.2020","0,1287","0,1286","0,1288","0,1285","0,11%"
"12.03.2020","0,1286","0,1287","0,1287","0,1284","-0,12%"
"11.03.2020","0,1287","0,1287","0,1288","0,1287","0,00%"
"10.03.2020","0,1287","0,1287","0,1288","0,1286","0,00%"
"09.03.2020","0,1287","0,1287","0,1288","0,1286","0,00%"
"06.03.2020","0,1286","0,1287","0,1287","0,1286","0,00%"
"05.03.2020","0,1287","0,1287","0,1287","0,1286","0,00%"
"04.03.2020","0,1287","0,1287","0,1288","0,1286","0,00%"
"03.03.2020","0,1287","0,1285","0,1288","0,1285","0,12%"
"02.03.2020","0,1285","0,1283","0,1286","0,1283","0,20%"
"28.02.2020","0,1283","0,1283","0,1283","0,1282","0,00%"
"27.02.2020","0,1283","0,1283","0,1283","0,1282","0,00%"
"26.02.2020","0,1283","0,1284","0,1284","0,1283","0,00%"
"25.02.2020","0,1284","0,1283","0,1284","0,1283","0,05%"
"24.02.2020","0,1283","0,1284","0,1284","0,1282","-0,08%"
"21.02.2020","0,1284","0,1285","0,1285","0,1283","-0,10%"
"20.02.2020","0,1285","0,1287","0,1287","0,1285","-0,10%"
"19.02.2020","0,1287","0,1287","0,1287","0,1286","-0,06%"
"18.02.2020","0,1287","0,1287","0,1288","0,1287","0,00%"
"17.02.2020","0,1287","0,1287","0,1288","0,1287","0,00%"
"14.02.2020","0,1287","0,1287","0,1288","0,1287","0,00%"
"13.02.2020","0,1287","0,1287","0,1288","0,1287","0,05%"
"12.02.2020","0,1287","0,1288","0,1288","0,1287","-0,07%"
"11.02.2020","0,1288","0,1288","0,1288","0,1288","0,00%"
"10.02.2020","0,1288","0,1288","0,1288","0,1287","0,00%"
"07.02.2020","0,1288","0,1288","0,1289","0,1287","0,00%"
"06.02.2020","0,1288","0,1288","0,1288","0,1288","0,00%"
"05.02.2020","0,1288","0,1288","0,1288","0,1287","0,04%"
"04.02.2020","0,1288","0,1288","0,1288","0,1287","0,00%"
"03.02.2020","0,1288","0,1288","0,1288","0,1287","0,00%"
"31.01.2020","0,1288","0,1288","0,1288","0,1287","0,00%"
"30.01.2020","0,1288","0,1287","0,1288","0,1286","0,08%"
"29.01.2020","0,1287","0,1286","0,1287","0,1286","0,04%"
"28.01.2020","0,1286","0,1286","0,1286","0,1285","0,00%"
"27.01.2020","0,1286","0,1286","0,1287","0,1286","-0,06%"
"24.01.2020","0,1287","0,1287","0,1287","0,1286","0,00%"
"23.01.2020","0,1287","0,1287","0,1287","0,1286","0,00%"
"22.01.2020","0,1287","0,1287","0,1288","0,1286","0,00%"
"21.01.2020","0,1287","0,1287","0,1287","0,1286","0,00%"
"20.01.2020","0,1287","0,1287","0,1288","0,1287","0,00%"
"17.01.2020","0,1287","0,1287","0,1287","0,1286","0,06%"
"16.01.2020","0,1287","0,1287","0,1287","0,1286","0,00%"
"15.01.2020","0,1287","0,1286","0,1287","0,1285","0,07%"
"14.01.2020","0,1286","0,1287","0,1287","0,1286","-0,08%"
"13.01.2020","0,1287","0,1288","0,1288","0,1286","-0,06%"
"10.01.2020","0,1288","0,1287","0,1288","0,1287","0,00%"
"09.01.2020","0,1287","0,1286","0,1288","0,1286","0,11%"
"08.01.2020","0,1286","0,1286","0,1286","0,1285","0,00%"
"07.01.2020","0,1286","0,1287","0,1287","0,1285","-0,11%"
"06.01.2020","0,1287","0,1285","0,1287","0,1285","0,12%"
"03.01.2020","0,1285","0,1284","0,1286","0,1284","0,12%"
"02.01.2020","0,1284","0,1284","0,1284","0,1283","0,00%"
"01.01.2020","0,1284","0,1284","0,1284","0,1284","0,00%"
"31.12.2019","0,1284","0,1284","0,1285","0,1283","0,00%"
"30.12.2019","0,1284","0,1284","0,1284","0,1284","0,00%"
"27.12.2019","0,1284","0,1284","0,1285","0,1284","0,00%"
"26.12.2019","0,1284","0,1284","0,1284","0,1284","0,00%"
"25.12.2019","0,1284","0,1284","0,1284","0,1284","0,00%"
"24.12.2019","0,1284","0,1284","0,1285","0,1284","0,00%"
"23.12.2019","0,1284","0,1282","0,1285","0,1282","0,10%"
"20.12.2019","0,1283","0,1283","0,1283","0,1282","0,00%"
"19.12.2019","0,1283","0,1284","0,1284","0,1282","-0,08%"
"18.12.2019","0,1284","0,1284","0,1285","0,1284","0,00%"
"17.12.2019","0,1284","0,1283","0,1284","0,1283","0,07%"
"16.12.2019","0,1283","0,1282","0,1284","0,1282","0,10%"
"13.12.2019","0,1282","0,1281","0,1284","0,1281","0,05%"
"12.12.2019","0,1281","0,1281","0,1282","0,1280","0,06%"
"11.12.2019","0,1281","0,1278","0,1281","0,1278","0,25%"
"10.12.2019","0,1278","0,1277","0,1278","0,1277","0,00%"
"09.12.2019","0,1277","0,1277","0,1278","0,1277","0,00%"
"06.12.2019","0,1277","0,1277","0,1277","0,1277","0,00%"
"05.12.2019","0,1277","0,1277","0,1277","0,1277","0,00%"
"04.12.2019","0,1277","0,1277","0,1277","0,1277","0,00%"
"03.12.2019","0,1277","0,1277","0,1277","0,1277","0,00%"
"02.12.2019","0,1277","0,1278","0,1278","0,1277","0,00%"
"29.11.2019","0,1277","0,1278","0,1278","0,1277","0,00%"
"28.11.2019","0,1278","0,1278","0,1278","0,1277","0,00%"
"27.11.2019","0,1278","0,1277","0,1278","0,1277","0,00%"
"26.11.2019","0,1277","0,1278","0,1278","0,1277","0,00%"
"25.11.2019","0,1278","0,1278","0,1278","0,1277","0,00%"
"22.11.2019","0,1278","0,1279","0,1279","0,1278","-0,06%"
"21.11.2019","0,1279","0,1278","0,1279","0,1277","0,05%"
"20.11.2019","0,1278","0,1278","0,1278","0,1277","0,00%"
"19.11.2019","0,1278","0,1278","0,1278","0,1277","0,00%"
"18.11.2019","0,1277","0,1278","0,1278","0,1277","0,00%"
"15.11.2019","0,1278","0,1278","0,1278","0,1277","0,00%"
"14.11.2019","0,1278","0,1277","0,1278","0,1277","0,00%"
"13.11.2019","0,1277","0,1277","0,1278","0,1276","0,00%"
"12.11.2019","0,1277","0,1278","0,1278","0,1277","-0,04%"
"11.11.2019","0,1278","0,1278","0,1278","0,1276","0,00%"
"08.11.2019","0,1278","0,1278","0,1278","0,1277","0,00%"
"07.11.2019","0,1278","0,1278","0,1278","0,1278","0,00%"
"06.11.2019","0,1278","0,1277","0,1278","0,1276","0,06%"
"05.11.2019","0,1277","0,1276","0,1277","0,1276","0,06%"
"04.11.2019","0,1276","0,1276","0,1276","0,1276","0,00%"
"01.11.2019","0,1276","0,1276","0,1276","0,1276","0,00%"
"31.10.2019","0,1276","0,1275","0,1277","0,1275","0,00%"
"30.10.2019","0,1275","0,1276","0,1276","0,1275","0,00%"
"29.10.2019","0,1276","0,1276","0,1276","0,1275","0,00%"
"28.10.2019","0,1276","0,1276","0,1276","0,1275","0,00%"
"25.10.2019","0,1276","0,1276","0,1276","0,1276","0,00%"
"24.10.2019","0,1276","0,1275","0,1276","0,1275","0,04%"
"23.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"22.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"21.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"18.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"17.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"16.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"15.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"14.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"11.10.2019","0,1275","0,1275","0,1276","0,1275","0,00%"
"10.10.2019","0,1275","0,1275","0,1275","0,1275","0,04%"
"09.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"08.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"07.10.2019","0,1275","0,1276","0,1276","0,1275","0,00%"
"04.10.2019","0,1276","0,1275","0,1276","0,1275","0,00%"
"03.10.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"02.10.2019","0,1275","0,1275","0,1276","0,1275","0,00%"
"01.10.2019","0,1275","0,1276","0,1276","0,1275","-0,05%"
"30.09.2019","0,1276","0,1275","0,1276","0,1275","0,00%"
"27.09.2019","0,1275","0,1276","0,1276","0,1275","0,00%"
"26.09.2019","0,1276","0,1276","0,1276","0,1276","0,00%"
"25.09.2019","0,1276","0,1275","0,1276","0,1275","0,00%"
"24.09.2019","0,1275","0,1276","0,1276","0,1275","0,00%"
"23.09.2019","0,1276","0,1276","0,1276","0,1275","0,00%"
"20.09.2019","0,1276","0,1277","0,1277","0,1275","-0,09%"
"19.09.2019","0,1277","0,1277","0,1278","0,1277","0,00%"
"18.09.2019","0,1277","0,1278","0,1279","0,1277","-0,11%"
"17.09.2019","0,1278","0,1279","0,1279","0,1278","-0,05%"
"16.09.2019","0,1279","0,1279","0,1279","0,1277","0,00%"
"13.09.2019","0,1279","0,1278","0,1279","0,1277","0,05%"
"12.09.2019","0,1278","0,1276","0,1278","0,1276","0,18%"
"11.09.2019","0,1276","0,1276","0,1276","0,1275","0,00%"
"10.09.2019","0,1275","0,1276","0,1276","0,1275","0,00%"
"09.09.2019","0,1276","0,1276","0,1276","0,1275","0,00%"
"06.09.2019","0,1275","0,1276","0,1276","0,1275","0,00%"
"05.09.2019","0,1276","0,1275","0,1276","0,1275","0,00%"
"04.09.2019","0,1275","0,1275","0,1276","0,1275","0,04%"
"03.09.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"02.09.2019","0,1275","0,1275","0,1276","0,1275","0,00%"
"30.08.2019","0,1275","0,1275","0,1276","0,1274","0,00%"
"29.08.2019","0,1274","0,1275","0,1275","0,1274","0,00%"
"28.08.2019","0,1275","0,1274","0,1275","0,1274","0,00%"
"27.08.2019","0,1274","0,1275","0,1275","0,1274","0,00%"
"26.08.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"23.08.2019","0,1275","0,1275","0,1276","0,1275","0,00%"
"22.08.2019","0,1275","0,1275","0,1276","0,1275","0,04%"
"21.08.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"20.08.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"19.08.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"16.08.2019","0,1275","0,1275","0,1276","0,1275","-0,05%"
"15.08.2019","0,1275","0,1275","0,1277","0,1275","0,06%"
"14.08.2019","0,1275","0,1274","0,1275","0,1274","0,00%"
"13.08.2019","0,1274","0,1274","0,1275","0,1274","0,00%"
"12.08.2019","0,1274","0,1275","0,1276","0,1274","-0,06%"
"09.08.2019","0,1275","0,1275","0,1276","0,1275","0,00%"
"08.08.2019","0,1275","0,1275","0,1276","0,1275","0,00%"
"07.08.2019","0,1275","0,1276","0,1276","0,1275","0,00%"
"06.08.2019","0,1276","0,1274","0,1277","0,1274","0,11%"
"05.08.2019","0,1274","0,1277","0,1278","0,1274","-0,23%"
"02.08.2019","0,1277","0,1278","0,1279","0,1277","0,00%"
"01.08.2019","0,1278","0,1277","0,1278","0,1277","0,00%"
"31.07.2019","0,1277","0,1278","0,1278","0,1277","-0,05%"
"30.07.2019","0,1278","0,1278","0,1279","0,1278","0,00%"
"29.07.2019","0,1278","0,1279","0,1280","0,1278","0,00%"
"26.07.2019","0,1279","0,1279","0,1280","0,1279","0,00%"
"25.07.2019","0,1279","0,1280","0,1280","0,1279","0,00%"
"24.07.2019","0,1280","0,1280","0,1280","0,1280","-0,05%"
"23.07.2019","0,1280","0,1280","0,1281","0,1280","0,00%"
"22.07.2019","0,1280","0,1281","0,1282","0,1280","0,00%"
"19.07.2019","0,1280","0,1280","0,1282","0,1279","0,09%"
"18.07.2019","0,1279","0,1280","0,1281","0,1279","0,00%"
"17.07.2019","0,1280","0,1279","0,1281","0,1279","0,05%"
"16.07.2019","0,1279","0,1278","0,1280","0,1278","0,11%"
"15.07.2019","0,1278","0,1278","0,1278","0,1277","0,00%"
"12.07.2019","0,1278","0,1278","0,1279","0,1278","0,00%"
"11.07.2019","0,1278","0,1279","0,1280","0,1278","-0,06%"
"10.07.2019","0,1279","0,1281","0,1281","0,1279","-0,14%"
"09.07.2019","0,1281","0,1282","0,1282","0,1280","-0,11%"
"08.07.2019","0,1282","0,1283","0,1283","0,1282","-0,05%"
"05.07.2019","0,1283","0,1284","0,1285","0,1282","-0,11%"
"04.07.2019","0,1284","0,1282","0,1285","0,1282","0,14%"
"03.07.2019","0,1282","0,1282","0,1283","0,1282","0,00%"
"02.07.2019","0,1282","0,1280","0,1282","0,1280","0,18%"
"01.07.2019","0,1280","0,1280","0,1281","0,1280","0,00%"
"28.06.2019","0,1280","0,1280","0,1281","0,1279","0,00%"
"27.06.2019","0,1280","0,1281","0,1281","0,1279","-0,08%"
"26.06.2019","0,1281","0,1280","0,1281","0,1280","0,00%"
"25.06.2019","0,1280","0,1280","0,1281","0,1280","0,00%"
"24.06.2019","0,1280","0,1280","0,1281","0,1279","0,06%"
"21.06.2019","0,1280","0,1280","0,1282","0,1280","0,00%"
"20.06.2019","0,1280","0,1278","0,1280","0,1278","0,14%"
"19.06.2019","0,1278","0,1277","0,1278","0,1277","0,10%"
"18.06.2019","0,1277","0,1277","0,1277","0,1276","0,00%"
"17.06.2019","0,1277","0,1278","0,1278","0,1276","-0,06%"
"14.06.2019","0,1277","0,1277","0,1278","0,1277","0,00%"
"13.06.2019","0,1277","0,1278","0,1279","0,1277","-0,05%"
"12.06.2019","0,1278","0,1276","0,1279","0,1276","0,16%"
"11.06.2019","0,1276","0,1275","0,1276","0,1275","0,08%"
"10.06.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"07.06.2019","0,1275","0,1275","0,1276","0,1275","0,00%"
"06.06.2019","0,1275","0,1275","0,1276","0,1275","0,00%"
"05.06.2019","0,1275","0,1275","0,1276","0,1275","0,00%"
"04.06.2019","0,1275","0,1276","0,1276","0,1275","-0,07%"
"03.06.2019","0,1276","0,1276","0,1277","0,1275","0,00%"
"31.05.2019","0,1276","0,1274","0,1276","0,1274","0,12%"
"30.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"29.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"28.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"27.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"24.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"23.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"22.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"21.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"20.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"17.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"16.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"15.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"14.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"13.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"10.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"09.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"08.05.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"07.05.2019","0,1274","0,1275","0,1275","0,1274","0,00%"
"06.05.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"03.05.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"02.05.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"01.05.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"30.04.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"29.04.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"26.04.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"25.04.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"24.04.2019","0,1275","0,1275","0,1276","0,1275","0,00%"
"23.04.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"22.04.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"19.04.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"18.04.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"17.04.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"16.04.2019","0,1275","0,1276","0,1276","0,1275","0,00%"
"15.04.2019","0,1276","0,1275","0,1276","0,1275","0,00%"
"12.04.2019","0,1275","0,1275","0,1276","0,1274","0,00%"
"11.04.2019","0,1275","0,1276","0,1276","0,1275","-0,08%"
"10.04.2019","0,1276","0,1275","0,1277","0,1275","0,06%"
"09.04.2019","0,1275","0,1274","0,1275","0,1274","0,07%"
"08.04.2019","0,1274","0,1274","0,1275","0,1274","0,00%"
"05.04.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"04.04.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"03.04.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"02.04.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"01.04.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"29.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"28.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"27.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"26.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"25.03.2019","0,1274","0,1274","0,1275","0,1274","0,00%"
"22.03.2019","0,1274","0,1274","0,1275","0,1274","0,00%"
"21.03.2019","0,1274","0,1274","0,1275","0,1274","0,00%"
"20.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"19.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"18.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"15.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"14.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"13.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"12.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"11.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"08.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"07.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"06.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"05.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"04.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"01.03.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"28.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"27.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"26.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"25.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"22.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"21.02.2019","0,1274","0,1274","0,1275","0,1274","0,00%"
"20.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"19.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"18.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"15.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"14.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"13.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"12.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"11.02.2019","0,1274","0,1274","0,1274","0,1274","0,00%"
"08.02.2019","0,1274","0,1274","0,1275","0,1274","0,00%"
"07.02.2019","0,1274","0,1274","0,1275","0,1274","-0,08%"
"06.02.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"05.02.2019","0,1275","0,1274","0,1275","0,1274","0,08%"
"04.02.2019","0,1274","0,1274","0,1275","0,1274","0,00%"
"01.02.2019","0,1274","0,1274","0,1275","0,1274","0,00%"
"31.01.2019","0,1274","0,1275","0,1275","0,1274","-0,08%"
"30.01.2019","0,1275","0,1274","0,1276","0,1274","0,00%"
"29.01.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"28.01.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"25.01.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"24.01.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"23.01.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"22.01.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"21.01.2019","0,1275","0,1275","0,1275","0,1274","0,00%"
"18.01.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
"17.01.2019","0,1275","0,1275","0,1275","0,1275","0,00%"
