"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"30.06.2014","240,47","235,06","241,03","233,91","-","1,65%"
"27.06.2014","236,57","236,51","238,06","234,43","-","0,16%"
"26.06.2014","236,20","232,72","236,47","231,43","-","0,92%"
"25.06.2014","234,05","233,09","236,10","232,59","-","0,49%"
"24.06.2014","232,91","241,06","242,53","232,82","-","-2,99%"
"23.06.2014","240,10","236,75","240,39","235,43","-","1,61%"
"20.06.2014","236,29","236,56","238,60","234,06","-","-0,56%"
"19.06.2014","237,61","230,19","237,89","230,19","-","5,17%"
"18.06.2014","225,94","220,69","225,96","220,12","-","2,48%"
"17.06.2014","220,47","217,77","221,43","217,40","-","0,12%"
"16.06.2014","220,20","222,85","223,01","219,73","-","-0,71%"
"13.06.2014","221,77","220,73","222,31","217,51","-","0,12%"
"12.06.2014","221,51","217,39","221,99","217,38","-","2,42%"
"11.06.2014","216,27","213,24","216,46","213,14","-","1,83%"
"10.06.2014","212,39","209,34","212,42","209,19","-","2,28%"
"09.06.2014","207,66","209,00","209,72","207,63","-","-0,42%"
"06.06.2014","208,53","208,80","208,92","206,03","-","-0,01%"
"05.06.2014","208,56","207,30","209,80","206,82","-","1,42%"
"04.06.2014","205,63","206,22","206,93","204,86","-","-0,16%"
"03.06.2014","205,95","204,57","206,56","202,24","-","0,50%"
"02.06.2014","204,92","205,50","207,17","203,88","-","-0,60%"
"30.05.2014","206,15","203,72","206,32","201,65","-","0,98%"
"29.05.2014","204,15","202,57","206,02","202,57","-","0,32%"
"28.05.2014","203,50","206,80","207,05","202,53","-","-1,82%"
"27.05.2014","207,28","214,25","214,25","207,06","-","-4,09%"
"23.05.2014","216,13","216,82","217,38","215,38","-","-0,43%"
"22.05.2014","217,07","218,98","219,10","216,71","-","-0,07%"
"21.05.2014","217,22","216,27","217,37","215,31","-","0,08%"
"20.05.2014","217,04","215,61","218,14","215,56","-","-0,12%"
"19.05.2014","217,29","219,37","219,64","216,13","-","0,13%"
"16.05.2014","217,01","219,21","219,21","216,59","-","-1,00%"
"15.05.2014","219,21","221,56","222,24","218,21","-","-1,65%"
"14.05.2014","222,88","223,21","224,27","222,68","-","1,01%"
"13.05.2014","220,66","222,17","223,38","220,61","-","-0,68%"
"12.05.2014","222,17","219,46","223,97","219,46","-","1,23%"
"09.05.2014","219,46","221,18","221,81","217,90","-","-0,72%"
"08.05.2014","221,06","220,93","222,82","220,10","-","0,06%"
"07.05.2014","220,93","225,83","225,83","219,60","-","-2,17%"
"06.05.2014","225,83","227,89","228,05","225,62","-","-0,69%"
"05.05.2014","227,40","229,91","229,91","226,57","-","0,36%"
"02.05.2014","226,58","223,21","226,98","222,19","-","1,93%"
"01.05.2014","222,30","223,92","224,05","221,74","-","-1,49%"
"30.04.2014","225,67","224,21","227,87","223,57","-","-0,57%"
"29.04.2014","226,97","223,87","227,77","223,29","-","1,48%"
"28.04.2014","223,65","228,75","228,75","223,24","-","-2,23%"
"25.04.2014","228,75","225,63","228,78","224,90","-","2,43%"
"24.04.2014","223,32","224,27","227,66","222,79","-","-1,69%"
"23.04.2014","227,17","223,30","229,01","222,72","-","2,07%"
"22.04.2014","222,57","219,70","222,74","218,28","-","1,49%"
"21.04.2014","219,30","220,74","221,55","215,28","-","-0,23%"
"17.04.2014","219,81","221,85","223,29","219,72","-","-0,92%"
"16.04.2014","221,85","224,69","224,93","220,86","-","-1,00%"
"15.04.2014","224,10","222,03","225,06","220,29","-","-2,11%"
"14.04.2014","228,94","229,06","231,82","227,94","-","1,49%"
"11.04.2014","225,57","229,23","230,81","224,90","-","-1,48%"
"10.04.2014","228,97","234,74","235,60","228,44","-","-1,77%"
"09.04.2014","233,09","229,17","236,20","228,56","-","0,66%"
"08.04.2014","231,57","230,72","232,10","228,32","-","2,35%"
"07.04.2014","226,26","225,59","229,82","224,48","-","-0,07%"
"04.04.2014","226,41","230,16","230,68","225,51","-","0,67%"
"03.04.2014","224,90","225,02","225,25","222,46","-","-0,50%"
"02.04.2014","226,03","224,39","227,46","224,39","-","2,78%"
"01.04.2014","219,92","220,52","222,52","218,89","-","0,34%"
"31.03.2014","219,17","224,40","224,84","218,33","-","-2,51%"
"28.03.2014","224,81","221,49","226,25","219,14","-","1,60%"
"27.03.2014","221,28","218,56","222,45","216,72","-","0,80%"
"26.03.2014","219,52","228,35","229,37","219,21","-","-3,73%"
"25.03.2014","228,02","226,63","231,25","226,63","-","0,61%"
"24.03.2014","226,63","232,76","234,06","226,26","-","-3,99%"
"21.03.2014","236,06","239,82","240,89","234,78","-","-0,27%"
"20.03.2014","236,69","233,53","239,35","232,87","-","0,59%"
"19.03.2014","235,31","242,29","243,51","235,23","-","-4,07%"
"18.03.2014","245,30","244,15","248,63","243,33","-","-1,37%"
"17.03.2014","248,70","256,44","256,73","248,42","-","-3,71%"
"14.03.2014","258,27","259,21","261,36","255,41","-","0,53%"
"13.03.2014","256,92","249,17","257,07","248,07","-","3,14%"
"12.03.2014","249,09","245,52","249,23","245,04","-","2,76%"
"11.03.2014","242,40","243,14","245,13","241,03","-","0,56%"
"10.03.2014","241,04","242,25","244,06","239,45","-","-0,57%"
"07.03.2014","242,43","241,97","243,93","240,54","-","-1,66%"
"06.03.2014","246,53","244,62","247,04","243,89","-","1,42%"
"05.03.2014","243,08","239,88","243,24","238,63","-","1,33%"
"04.03.2014","239,88","238,48","241,33","237,03","-","-0,81%"
"03.03.2014","241,83","244,24","245,99","241,08","-","1,71%"
"28.02.2014","237,77","240,29","241,20","236,83","-","-0,50%"
"27.02.2014","238,96","240,88","244,01","238,36","-","-0,43%"
"26.02.2014","240,00","241,39","242,39","237,66","-","-1,51%"
"25.02.2014","243,69","245,57","247,50","243,28","-","-1,13%"
"24.02.2014","246,48","247,97","248,43","245,88","-","0,35%"
"21.02.2014","245,62","246,28","247,95","242,39","-","-0,33%"
"20.02.2014","246,44","237,28","246,89","237,04","-","3,89%"
"19.02.2014","237,22","242,99","245,16","236,42","-","-3,02%"
"18.02.2014","244,61","245,84","246,27","241,46","-","0,75%"
"14.02.2014","242,78","240,89","246,37","240,25","-","2,50%"
"13.02.2014","236,87","227,65","237,00","226,83","-","3,73%"
"12.02.2014","228,35","236,02","236,12","227,17","-","-2,77%"
"11.02.2014","234,86","227,96","235,92","227,85","-","4,20%"
"10.02.2014","225,40","221,84","226,33","221,84","-","3,12%"
"07.02.2014","218,58","213,60","218,73","213,36","-","2,73%"
"06.02.2014","212,78","214,21","215,45","211,20","-","-0,26%"
"05.02.2014","213,33","219,17","219,77","213,30","-","-1,92%"
"04.02.2014","217,51","216,44","217,76","213,83","-","0,49%"
"03.02.2014","216,44","219,38","222,15","216,18","-","-0,15%"
"31.01.2014","216,77","218,43","219,82","214,47","-","-0,11%"
"30.01.2014","217,01","214,72","218,45","214,72","-","-2,49%"
"29.01.2014","222,55","220,17","222,75","216,05","-","2,66%"
"28.01.2014","216,78","213,39","217,84","211,88","-","1,84%"
"27.01.2014","212,87","218,38","218,79","212,57","-","-3,06%"
"24.01.2014","219,60","223,13","224,33","213,93","-","-0,05%"
"23.01.2014","219,70","218,30","222,57","218,30","-","2,71%"
"22.01.2014","213,91","217,82","217,88","213,18","-","-2,77%"
"21.01.2014","220,01","216,00","221,16","213,67","-","1,30%"
"17.01.2014","217,19","212,27","217,82","212,10","-","3,47%"
"16.01.2014","209,90","209,55","210,77","208,19","-","0,45%"
"15.01.2014","208,96","204,66","209,42","203,89","-","1,13%"
"14.01.2014","206,62","208,60","212,85","206,05","-","-1,71%"
"13.01.2014","210,22","204,66","210,52","202,16","-","3,04%"
"10.01.2014","204,02","201,23","204,62","200,64","-","3,01%"
"09.01.2014","198,05","199,81","200,26","197,65","-","-1,47%"
"08.01.2014","201,00","201,93","202,35","199,99","-","-1,59%"
"07.01.2014","204,25","201,84","204,26","200,35","-","0,19%"
"06.01.2014","203,87","205,21","206,67","203,40","-","0,19%"
"03.01.2014","203,49","206,52","206,92","203,35","-","-0,89%"
"02.01.2014","205,31","201,81","206,21","201,81","-","3,85%"
"31.12.2013","197,70","191,84","197,91","191,44","-","2,42%"
"30.12.2013","193,03","197,17","197,54","192,79","-","-2,60%"
"27.12.2013","198,18","197,07","198,52","196,54","-","0,71%"
"26.12.2013","196,79","197,83","200,27","195,55","-","0,42%"
"24.12.2013","195,97","190,29","196,14","190,29","-","3,03%"
"23.12.2013","190,21","190,08","191,04","189,23","-","0,07%"
"20.12.2013","190,08","190,39","191,69","189,18","-","-0,05%"
"19.12.2013","190,17","189,14","190,38","188,39","-","-1,72%"
"18.12.2013","193,50","196,59","200,32","193,32","-","-1,48%"
"17.12.2013","196,40","196,02","197,66","194,80","-","-0,47%"
"16.12.2013","197,32","196,31","199,42","195,46","-","0,89%"
"13.12.2013","195,57","195,96","198,82","194,95","-","0,15%"
"12.12.2013","195,28","194,63","195,48","190,93","-","-1,06%"
"11.12.2013","197,37","204,90","204,90","197,25","-","-3,81%"
"10.12.2013","205,18","202,68","206,99","202,68","-","4,23%"
"09.12.2013","196,85","194,70","197,13","194,36","-","2,16%"
"06.12.2013","192,69","194,96","196,65","192,31","-","0,00%"
"05.12.2013","192,69","193,37","196,55","192,60","-","-2,74%"
"04.12.2013","198,11","195,09","199,89","192,33","-","2,20%"
"03.12.2013","193,85","195,95","197,58","193,62","-","-1,55%"
"02.12.2013","196,91","205,26","205,47","196,77","-","-5,75%"
"29.11.2013","208,92","207,96","209,99","207,10","-","2,25%"
"27.11.2013","204,33","204,60","206,36","202,38","-","0,79%"
"26.11.2013","202,73","206,77","207,30","202,35","-","-2,72%"
"25.11.2013","208,40","206,78","210,30","202,23","-","-0,39%"
"22.11.2013","209,22","211,82","215,01","209,02","-","-0,94%"
"21.11.2013","211,20","212,23","212,34","208,52","-","-1,69%"
"20.11.2013","214,83","219,40","221,66","213,25","-","-3,29%"
"19.11.2013","222,13","222,12","224,08","220,67","-","-0,10%"
"18.11.2013","222,35","226,67","226,67","221,38","-","-2,01%"
"15.11.2013","226,91","231,25","232,04","226,68","-","-1,63%"
"14.11.2013","230,67","227,50","230,95","226,79","-","2,65%"
"13.11.2013","224,71","225,53","226,78","223,75","-","0,50%"
"12.11.2013","223,59","227,20","228,87","222,97","-","-2,32%"
"11.11.2013","228,91","227,54","229,13","223,55","-","-0,18%"
"08.11.2013","229,32","225,29","229,45","221,55","-","0,59%"
"07.11.2013","227,98","230,96","234,45","227,45","-","-2,41%"
"06.11.2013","233,62","233,86","234,81","232,64","-","1,33%"
"05.11.2013","230,56","232,80","232,80","228,27","-","-1,34%"
"04.11.2013","233,68","229,62","234,26","228,54","-","2,89%"
"01.11.2013","227,11","231,67","232,20","226,47","-","-4,04%"
"31.10.2013","236,67","239,69","241,72","236,67","-","-3,59%"
"30.10.2013","245,49","246,35","247,90","236,01","-","1,45%"
"29.10.2013","241,97","247,91","248,66","241,55","-","-2,91%"
"28.10.2013","249,21","246,91","252,43","244,17","-","1,17%"
"25.10.2013","246,33","243,46","247,26","240,41","-","0,86%"
"24.10.2013","244,22","241,17","245,22","240,22","-","4,11%"
"23.10.2013","234,57","239,99","242,27","233,66","-","-2,97%"
"22.10.2013","241,76","235,90","242,40","235,90","-","4,41%"
"21.10.2013","231,54","228,32","231,83","227,56","-","2,33%"
"18.10.2013","226,26","227,52","229,68","225,62","-","-0,65%"
"17.10.2013","227,75","223,70","231,64","223,44","-","5,50%"
"16.10.2013","215,87","219,55","219,55","215,13","-","-1,68%"
"15.10.2013","219,55","213,10","219,71","211,24","-","3,03%"
"14.10.2013","213,10","215,02","215,71","211,36","-","0,43%"
"11.10.2013","212,18","214,76","215,14","211,30","-","-2,40%"
"10.10.2013","217,40","218,59","221,82","215,97","-","-0,85%"
"09.10.2013","219,26","216,96","222,20","213,10","-","-0,00%"
"08.10.2013","219,27","226,12","226,76","217,68","-","-2,98%"
"07.10.2013","226,00","223,78","226,00","223,24","-","1,96%"
"04.10.2013","221,66","223,55","224,07","220,57","-","-0,45%"
"03.10.2013","222,67","224,94","227,54","222,43","-","-1,15%"
"02.10.2013","225,27","226,40","230,84","224,99","-","0,45%"
"01.10.2013","224,26","224,77","225,83","222,85","-","-2,46%"
"30.09.2013","229,91","229,03","232,88","227,48","-","-0,17%"
"27.09.2013","230,31","232,72","235,55","228,76","-","-0,18%"
"26.09.2013","230,73","234,44","236,37","228,31","-","-1,42%"
"25.09.2013","234,06","231,69","238,60","230,85","-","1,98%"
"24.09.2013","229,52","227,58","231,71","225,06","-","0,00%"
"23.09.2013","229,52","233,04","237,86","228,97","-","-1,57%"
"20.09.2013","233,18","244,29","244,34","232,99","-","-6,28%"
"19.09.2013","248,81","258,14","258,75","244,92","-","-3,21%"
"18.09.2013","257,05","232,79","260,33","230,98","-","9,58%"
"17.09.2013","234,58","232,76","234,64","230,60","-","1,81%"
"16.09.2013","230,42","233,46","235,67","230,24","-","-0,69%"
"13.09.2013","232,01","227,91","232,83","227,08","-","1,37%"
"12.09.2013","228,88","233,63","235,45","228,74","-","-5,69%"
"11.09.2013","242,69","241,64","243,39","237,73","-","0,67%"
"10.09.2013","241,07","245,88","246,52","240,29","-","-4,17%"
"09.09.2013","251,55","254,69","256,36","250,54","-","-0,89%"
"06.09.2013","253,81","254,14","256,39","252,02","-","1,89%"
"05.09.2013","249,09","256,19","256,84","248,25","-","-3,42%"
"04.09.2013","257,91","252,63","258,15","251,35","-","0,83%"
"03.09.2013","255,78","258,81","260,47","254,51","-","0,78%"
"30.08.2013","253,80","253,70","258,90","251,57","-","-1,50%"
"29.08.2013","257,67","253,69","261,09","248,44","-","0,80%"
"28.08.2013","255,63","266,70","271,14","254,21","-","-2,93%"
"27.08.2013","263,34","280,65","283,23","263,15","-","-4,20%"
"26.08.2013","274,88","275,19","278,83","271,01","-","0,82%"
"23.08.2013","272,64","264,79","274,39","264,40","-","2,81%"
"22.08.2013","265,18","264,92","269,70","262,70","-","1,39%"
"21.08.2013","261,55","270,36","271,13","261,33","-","-4,62%"
"20.08.2013","274,21","264,50","276,33","264,50","-","3,58%"
"19.08.2013","264,74","270,41","271,52","263,75","-","-2,36%"
"16.08.2013","271,14","279,75","281,81","268,40","-","-1,93%"
"15.08.2013","276,49","255,62","276,84","255,36","-","6,14%"
"14.08.2013","260,49","248,87","260,64","248,49","-","5,61%"
"13.08.2013","246,65","251,42","253,91","244,75","-","-2,69%"
"12.08.2013","253,48","250,40","255,43","250,33","-","5,51%"
"09.08.2013","240,24","234,86","244,62","231,51","-","1,52%"
"08.08.2013","236,65","221,13","236,97","220,34","-","8,88%"
"07.08.2013","217,35","218,15","222,84","217,25","-","-0,74%"
"06.08.2013","218,96","228,51","228,51","218,96","-","-6,01%"
"05.08.2013","232,96","235,95","238,76","232,30","-","-0,78%"
"02.08.2013","234,78","240,39","243,51","234,35","-","-2,43%"
"01.08.2013","240,62","250,59","250,59","240,38","-","-3,27%"
"31.07.2013","248,76","249,67","255,00","242,79","-","-0,53%"
"30.07.2013","250,08","252,26","252,87","248,08","-","-1,21%"
"29.07.2013","253,14","256,14","256,76","252,26","-","-1,02%"
"26.07.2013","255,76","249,77","255,76","246,70","-","1,29%"
"25.07.2013","252,50","248,11","256,68","247,70","-","1,13%"
"24.07.2013","249,68","261,18","261,69","244,69","-","-4,86%"
"23.07.2013","262,43","254,81","263,04","251,46","-","2,94%"
"22.07.2013","254,93","249,84","258,27","249,41","-","6,07%"
"19.07.2013","240,33","233,30","240,69","231,86","-","4,40%"
"18.07.2013","230,20","232,66","234,06","228,88","-","0,01%"
"17.07.2013","230,18","238,04","240,82","230,17","-","-2,85%"
"16.07.2013","236,93","226,33","237,15","226,33","-","5,58%"
"15.07.2013","224,40","225,40","226,98","223,09","-","-0,28%"
"12.07.2013","225,03","227,85","228,59","222,44","-","-2,45%"
"11.07.2013","230,67","226,33","230,72","223,78","-","7,87%"
"10.07.2013","213,85","214,94","218,05","211,56","-","-0,11%"
"09.07.2013","214,09","211,94","218,21","211,94","-","1,01%"
"08.07.2013","211,94","215,89","218,48","211,74","-","-1,83%"
"05.07.2013","215,89","215,16","216,30","210,50","-","-3,50%"
"03.07.2013","223,71","221,90","225,22","220,07","-","1,68%"
"02.07.2013","220,01","229,82","229,82","217,24","-","-4,76%"
"01.07.2013","231,00","230,75","234,01","225,71","-","1,28%"
"28.06.2013","228,09","208,91","229,04","208,44","-","7,83%"
"27.06.2013","211,52","210,09","213,59","207,85","-","2,25%"
"26.06.2013","206,87","220,23","220,23","206,66","-","-6,07%"
"25.06.2013","220,23","221,78","223,66","217,53","-","-0,42%"
"24.06.2013","221,16","225,02","226,91","218,12","-","-4,19%"
"21.06.2013","230,82","229,96","231,42","222,38","-","1,26%"
"20.06.2013","227,95","233,13","235,96","224,71","-","-7,48%"
"19.06.2013","246,37","255,33","257,27","245,57","-","-3,25%"
"18.06.2013","254,65","259,30","261,04","253,52","-","-2,84%"
"17.06.2013","262,10","260,90","263,95","259,94","-","0,35%"
"14.06.2013","261,19","267,32","267,32","260,50","-","-1,65%"
"13.06.2013","265,58","260,50","265,78","259,18","-","0,95%"
"12.06.2013","263,08","260,47","267,31","259,75","-","0,91%"
"11.06.2013","260,72","262,57","266,00","260,30","-","-3,48%"
"10.06.2013","270,11","268,39","272,58","265,73","-","0,24%"
"07.06.2013","269,45","274,63","275,11","267,15","-","-4,26%"
"06.06.2013","281,44","276,97","283,19","275,81","-","1,35%"
"05.06.2013","277,69","276,82","282,16","274,43","-","0,39%"
"04.06.2013","276,62","277,35","277,90","272,41","-","-1,87%"
"03.06.2013","281,89","277,07","284,21","276,24","-","2,67%"
"31.05.2013","274,55","274,42","276,53","271,27","-","-1,53%"
"30.05.2013","278,82","270,03","278,98","269,86","-","5,75%"
"29.05.2013","263,66","255,23","263,84","254,02","-","4,16%"
"28.05.2013","253,14","255,23","260,15","250,90","-","-0,88%"
"24.05.2013","255,38","257,76","261,70","253,41","-","-1,34%"
"23.05.2013","258,86","262,18","262,55","257,26","-","0,83%"
"22.05.2013","256,72","258,57","266,45","253,39","-","1,16%"
"21.05.2013","253,77","252,68","258,51","250,20","-","-2,74%"
"20.05.2013","260,93","245,26","261,93","244,62","-","6,04%"
"17.05.2013","246,07","252,59","253,26","245,89","-","-4,08%"
"16.05.2013","256,55","252,57","260,62","249,69","-","-0,09%"
"15.05.2013","256,79","264,41","266,42","256,17","-","-4,72%"
"14.05.2013","269,52","270,79","276,22","268,47","-","-1,18%"
"13.05.2013","272,74","279,97","279,97","272,73","-","-2,58%"
"10.05.2013","279,97","273,52","279,99","270,99","-","-0,38%"
"09.05.2013","281,03","280,87","291,07","279,77","-","-2,01%"
"08.05.2013","286,80","275,66","286,89","274,13","-","5,90%"
"07.05.2013","270,81","272,77","274,38","268,65","-","-2,73%"
"06.05.2013","278,40","279,01","279,20","276,92","-","0,45%"
"03.05.2013","277,15","276,58","282,67","275,10","-","0,03%"
"02.05.2013","277,06","278,98","280,01","274,40","-","-0,24%"
"01.05.2013","277,73","275,71","281,38","272,55","-","-2,13%"
"30.04.2013","283,78","278,58","283,80","270,99","-","1,03%"
"29.04.2013","280,88","282,22","283,37","278,66","-","1,62%"
"26.04.2013","276,39","287,28","288,18","273,98","-","-3,57%"
"25.04.2013","286,61","290,34","293,47","285,39","-","0,70%"
"24.04.2013","284,61","271,90","286,29","271,90","-","6,98%"
"23.04.2013","266,03","269,91","269,91","263,19","-","-2,34%"
"22.04.2013","272,41","274,95","275,97","268,00","-","1,49%"
"19.04.2013","268,41","270,03","271,81","262,07","-","1,56%"
"18.04.2013","264,28","261,06","267,60","258,55","-","2,75%"
"17.04.2013","257,20","270,44","273,95","256,20","-","-5,11%"
"16.04.2013","271,05","284,01","284,40","268,61","-","-0,69%"
"15.04.2013","272,93","281,01","281,43","272,26","-","-9,44%"
"12.04.2013","301,38","313,41","313,41","301,00","-","-6,00%"
"11.04.2013","320,62","325,34","327,67","320,02","-","-1,45%"
"10.04.2013","325,34","333,53","335,67","324,69","-","-3,84%"
"09.04.2013","338,33","326,12","340,69","324,89","-","4,36%"
"08.04.2013","324,18","327,47","329,64","322,55","-","-1,18%"
"05.04.2013","328,04","330,70","337,66","325,68","-","-0,80%"
"04.04.2013","330,70","321,10","332,44","317,42","-","2,41%"
"03.04.2013","322,92","336,69","340,58","321,06","-","-4,57%"
"02.04.2013","338,38","348,94","349,04","337,91","-","-4,19%"
"01.04.2013","353,16","357,32","357,50","351,35","-","-1,11%"
"28.03.2013","357,11","356,07","357,53","353,88","-","-0,32%"
"27.03.2013","358,25","351,34","358,49","350,42","-","1,73%"
"26.03.2013","352,16","354,47","354,77","349,20","-","-0,83%"
"25.03.2013","355,12","357,08","359,27","352,35","-","-1,31%"
"22.03.2013","359,82","360,02","362,94","358,13","-","-0,73%"
"21.03.2013","362,48","356,50","364,26","355,51","-","2,43%"
"20.03.2013","353,87","354,46","355,88","352,63","-","-0,10%"
"19.03.2013","354,23","352,58","357,55","351,70","-","0,12%"
"18.03.2013","353,79","357,35","359,77","353,21","-","0,43%"
"15.03.2013","352,26","351,74","354,14","350,04","-","0,36%"
"14.03.2013","350,99","346,56","353,04","345,36","-","1,03%"
"13.03.2013","347,41","358,04","358,32","346,52","-","-2,78%"
"12.03.2013","357,34","349,46","360,27","349,46","-","2,25%"
"11.03.2013","349,46","351,44","352,41","347,50","-","-0,24%"
"08.03.2013","350,29","346,27","355,10","343,87","-","0,11%"
"07.03.2013","349,91","356,07","360,36","349,29","-","-1,31%"
"06.03.2013","354,56","340,27","354,67","337,29","-","3,96%"
"05.03.2013","341,07","346,16","347,45","340,92","-","-0,25%"
"04.03.2013","341,91","351,42","351,54","340,63","-","-2,81%"
"01.03.2013","351,78","356,09","357,60","350,78","-","-0,70%"
"28.02.2013","354,27","360,73","360,73","352,68","-","-2,28%"
"27.02.2013","362,53","366,58","366,80","361,49","-","-1,95%"
"26.02.2013","369,73","365,62","372,02","361,54","-","1,43%"
"25.02.2013","364,50","364,28","368,71","362,55","-","1,35%"
"22.02.2013","359,63","362,98","365,11","358,18","-","-0,47%"
"21.02.2013","361,32","357,63","366,64","356,88","-","1,40%"
"20.02.2013","356,34","367,40","368,99","355,83","-","-4,97%"
"19.02.2013","374,96","375,91","377,72","372,22","-","-1,12%"
"15.02.2013","379,21","386,82","386,96","378,24","-","-3,61%"
"14.02.2013","393,43","392,91","399,29","392,91","-","0,69%"
"13.02.2013","390,72","397,36","399,09","390,59","-","-1,93%"
"12.02.2013","398,42","394,91","399,57","391,94","-","0,72%"
"11.02.2013","395,56","403,20","403,20","393,74","-","-1,89%"
"08.02.2013","403,20","405,05","406,73","402,52","-","-0,50%"
"07.02.2013","405,21","400,56","408,25","399,54","-","0,21%"
"06.02.2013","404,35","401,46","405,13","401,33","-","0,63%"
"05.02.2013","401,81","404,47","405,55","399,90","-","-0,16%"
"04.02.2013","402,44","399,09","407,63","398,65","-","0,61%"
"01.02.2013","400,00","399,14","401,54","393,72","-","1,55%"
"31.01.2013","393,88","396,55","397,55","392,72","-","-1,14%"
"30.01.2013","398,44","407,25","409,07","397,57","-","-0,73%"
"29.01.2013","401,38","400,13","403,22","398,07","-","1,49%"
"28.01.2013","395,47","399,41","400,08","394,33","-","-0,89%"
"25.01.2013","399,04","408,15","409,16","398,44","-","-2,69%"
"24.01.2013","410,05","420,98","421,50","409,90","-","-3,16%"
"23.01.2013","423,42","433,67","434,68","423,21","-","-2,87%"
"22.01.2013","435,93","430,98","437,29","428,60","-","1,41%"
"18.01.2013","429,85","429,65","431,70","427,91","-","0,18%"
"17.01.2013","429,09","427,99","432,84","424,13","-","-0,45%"
"16.01.2013","431,03","432,56","432,67","429,33","-","-0,78%"
"15.01.2013","434,42","433,59","438,22","429,55","-","0,72%"
"14.01.2013","431,31","433,05","436,54","431,00","-","-0,40%"
"11.01.2013","433,05","432,91","434,37","428,40","-","-0,07%"
"10.01.2013","433,37","427,14","434,82","427,14","-","2,61%"
"09.01.2013","422,35","424,50","425,49","420,17","-","-0,55%"
"08.01.2013","424,69","423,48","425,50","419,30","-","-0,09%"
"07.01.2013","425,07","428,67","430,20","424,57","-","-1,75%"
"04.01.2013","432,65","427,40","433,00","425,59","-","0,14%"
"03.01.2013","432,03","447,77","450,17","431,03","-","-4,10%"
"02.01.2013","450,51","454,71","455,35","449,13","-","1,42%"
"31.12.2012","444,22","431,41","446,90","431,41","-","3,08%"
"28.12.2012","430,96","434,42","438,11","430,54","-","-0,85%"
"27.12.2012","434,65","429,76","439,98","428,67","-","0,58%"
"26.12.2012","432,15","431,06","434,28","428,71","-","0,57%"
"24.12.2012","429,71","427,73","429,97","425,68","-","0,49%"
"21.12.2012","427,60","424,58","431,34","423,79","-","0,00%"
"20.12.2012","427,60","425,10","428,20","418,74","-","-0,49%"
"19.12.2012","429,71","431,56","432,78","428,07","-","-0,70%"
"18.12.2012","432,75","439,02","439,68","428,42","-","-1,43%"
"17.12.2012","439,02","438,16","440,64","434,49","-","0,31%"
"14.12.2012","437,66","435,71","440,84","433,00","-","0,22%"
"13.12.2012","436,68","438,34","441,22","432,94","-","-2,52%"
"12.12.2012","447,98","440,34","451,48","439,39","-","2,56%"
"11.12.2012","436,80","437,79","440,72","436,24","-","-0,48%"
"10.12.2012","438,91","439,30","440,77","435,11","-","1,20%"
"07.12.2012","433,71","433,52","435,92","431,19","-","0,83%"
"06.12.2012","430,16","427,69","435,25","427,57","-","0,40%"
"05.12.2012","428,46","440,76","440,77","427,46","-","-2,83%"
"04.12.2012","440,95","433,73","444,15","432,34","-","0,25%"
"03.12.2012","439,84","450,15","450,58","439,38","-","-2,33%"
"30.11.2012","450,32","452,10","456,55","445,42","-","-0,94%"
"29.11.2012","454,60","457,87","459,00","449,80","-","0,20%"
"28.11.2012","453,70","441,97","453,72","437,93","-","0,85%"
"27.11.2012","449,86","459,10","459,58","449,39","-","-2,67%"
"26.11.2012","462,22","460,70","462,29","453,69","-","-0,17%"
"23.11.2012","463,00","457,68","464,30","454,64","-","1,64%"
"21.11.2012","455,55","448,96","456,41","445,84","-","1,47%"
"20.11.2012","448,96","450,98","452,03","446,18","-","-0,82%"
"19.11.2012","452,65","449,55","453,54","447,80","-","2,68%"
"16.11.2012","440,85","436,14","443,49","430,69","-","0,87%"
"15.11.2012","437,05","446,97","447,48","431,86","-","-2,44%"
"14.11.2012","447,96","466,06","466,35","447,14","-","-4,59%"
"13.11.2012","469,51","469,06","475,31","467,21","-","-1,18%"
"12.11.2012","475,12","481,76","483,58","474,10","-","-1,27%"
"09.11.2012","481,21","489,24","490,34","480,80","-","-1,60%"
"08.11.2012","489,03","483,29","492,53","477,72","-","0,71%"
"07.11.2012","485,56","480,97","486,25","472,07","-","1,83%"
"06.11.2012","476,84","474,15","477,30","468,64","-","1,16%"
"05.11.2012","471,38","476,05","478,51","470,91","-","-0,67%"
"02.11.2012","474,56","490,40","490,40","474,44","-","-4,50%"
"01.11.2012","496,91","500,21","501,95","496,13","-","-1,86%"
"31.10.2012","506,33","499,57","507,05","497,98","-","3,05%"
"26.10.2012","491,33","495,79","497,58","489,37","-","-0,85%"
"25.10.2012","495,55","491,02","496,42","490,19","-","3,21%"
"24.10.2012","480,16","491,21","493,57","479,68","-","-1,68%"
"23.10.2012","488,38","492,78","492,78","487,91","-","-2,80%"
"22.10.2012","502,47","494,65","502,61","494,27","-","1,37%"
"19.10.2012","495,69","493,11","498,41","486,68","-","0,28%"
"18.10.2012","494,30","502,12","505,55","494,22","-","-2,97%"
"17.10.2012","509,45","505,41","512,11","500,20","-","1,03%"
"16.10.2012","504,25","498,93","504,41","498,93","-","1,80%"
"15.10.2012","495,32","491,90","495,49","487,67","-","-0,04%"
"12.10.2012","495,53","503,53","505,30","494,60","-","-1,67%"
