"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","FREQUENCY","Frequency","TIME","Period","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,8.51713227,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,-0.630472553,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,1.464567338,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,-1.711297464,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,2.395848439,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,0.084560858,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,0.883772434,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,1.262012994,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,-1.689342977,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,0.719724627,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,-0.059023319,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,0.54832428,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,1.379842568,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,2.840720795,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,2.816142569,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,0.815452831,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.373505471,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.246689425,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,1.784688561,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,1.734998231,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.093150242,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.213843109,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,-0.094055681,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,-0.084475408,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-0.23275623,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.764222478,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,0.806667393,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.868345667,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.535099127,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,-0.073872703,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,-0.007864495,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.045272116,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,4.273808113,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,3.690451548,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,3.480312638,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,5.358693849,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,-0.486760862,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,-18.362089453,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-3.167545485,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-1.783067803,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,1.955615614,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,35.378846982,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,13.351517352,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,10.549346914,,
"GBR","United Kingdom","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,7.539878847,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,-0.024199059,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-0.529462762,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,0.209381616,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,-0.883271019,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,-0.58510106,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,-0.094909669,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,-0.746818795,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,-0.721534943,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,0.104795563,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,-0.332199849,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,0.757340956,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,-0.261752517,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.830072388,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,0.37073466,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,0.441964541,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,0.60958235,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,0.688421334,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,0.060733244,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,0.668491649,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,0.043184652,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,-0.570711272,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.171915398,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-0.015985797,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,0.332755121,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.235882186,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,0.621192863,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,0.345876459,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,0.034678364,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,0.309043446,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.214349337,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,0.588004269,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,0.593852476,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,0.593902765,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,1.152098429,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,-0.719560872,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,-0.482859499,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,1.754239406,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,-0.285089195,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,0.201308655,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2021-Q4","Q4-2021","PC","Percentage","0","Units",,,-0.580023947,,
"USA","United States","P3S13","General government final consumption expenditure","GPSA","Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter","Q","Quarterly","2022-Q1","Q1-2022","PC","Percentage","0","Units",,,-0.502063576,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q1","Q1-2012","PC","Percentage","0","Units",,,-2.129232618,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q2","Q2-2012","PC","Percentage","0","Units",,,-2.101659896,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q3","Q3-2012","PC","Percentage","0","Units",,,-0.346532598,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2012-Q4","Q4-2012","PC","Percentage","0","Units",,,-1.225532063,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q1","Q1-2013","PC","Percentage","0","Units",,,-1.779694132,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q2","Q2-2013","PC","Percentage","0","Units",,,-1.350602877,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q3","Q3-2013","PC","Percentage","0","Units",,,-2.291917878,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2013-Q4","Q4-2013","PC","Percentage","0","Units",,,-2.132480395,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q1","Q1-2014","PC","Percentage","0","Units",,,-1.453321919,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q2","Q2-2014","PC","Percentage","0","Units",,,-1.687385659,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q3","Q3-2014","PC","Percentage","0","Units",,,-0.197479988,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2014-Q4","Q4-2014","PC","Percentage","0","Units",,,0.264729462,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q1","Q1-2015","PC","Percentage","0","Units",,,0.991165037,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q2","Q2-2015","PC","Percentage","0","Units",,,1.70343294,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q3","Q3-2015","PC","Percentage","0","Units",,,1.385095202,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2015-Q4","Q4-2015","PC","Percentage","0","Units",,,2.270817287,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q1","Q1-2016","PC","Percentage","0","Units",,,2.127142203,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q2","Q2-2016","PC","Percentage","0","Units",,,1.811716011,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q3","Q3-2016","PC","Percentage","0","Units",,,2.041332324,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2016-Q4","Q4-2016","PC","Percentage","0","Units",,,1.466874361,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q1","Q1-2017","PC","Percentage","0","Units",,,0.198007015,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q2","Q2-2017","PC","Percentage","0","Units",,,0.3093417,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q3","Q3-2017","PC","Percentage","0","Units",,,-0.37269377,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2017-Q4","Q4-2017","PC","Percentage","0","Units",,,-0.084327043,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q1","Q1-2018","PC","Percentage","0","Units",,,0.726212077,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q2","Q2-2018","PC","Percentage","0","Units",,,1.177975598,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q3","Q3-2018","PC","Percentage","0","Units",,,1.54415904,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2018-Q4","Q4-2018","PC","Percentage","0","Units",,,1.242483346,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q1","Q1-2019","PC","Percentage","0","Units",,,1.316379315,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q2","Q2-2019","PC","Percentage","0","Units",,,1.913633876,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q3","Q3-2019","PC","Percentage","0","Units",,,2.159544578,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2019-Q4","Q4-2019","PC","Percentage","0","Units",,,2.730596273,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q1","Q1-2020","PC","Percentage","0","Units",,,3.022332358,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q2","Q2-2020","PC","Percentage","0","Units",,,2.958969467,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q3","Q3-2020","PC","Percentage","0","Units",,,1.620583638,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2020-Q4","Q4-2020","PC","Percentage","0","Units",,,0.532881989,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q1","Q1-2021","PC","Percentage","0","Units",,,1.692514764,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q2","Q2-2021","PC","Percentage","0","Units",,,0.247648805,,
"USA","United States","P3S13","General government final consumption expenditure","GYSA","Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year","Q","Quarterly","2021-Q3","Q3-2021","PC","Percentage","0","Units",,,1.177489625,,
