"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"",""2020"",""2021"","
"World,""WLD"",""Inflation, consumer prices (annual %)"",""FP.CPI.TOTL.ZG"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""12.4716124148373"",""10.2402679966588"",""8.77114656085866"",""8.11639795517099"",""6.856812189544"",""5.82266696175201"",""5.75646401118136"",""7.14609773721606"",""6.99909253326767"",""8.12741611489903"",""8.99846936747165"",""7.7139216835661"",""7.50539419087102"",""10.3172044927818"",""9.15385347503375"",""6.5509733606557"",""5.57225711125332"",""5.11024954517563"",""3.07949912638328"",""3.4944644154282"",""3.83828463867723"",""2.83442260128067"",""3.03196682824445"",""3.38264681884694"",""4.11218391213821"",""4.28239604802565"",""4.81676767378831"",""8.95297020265588"",""2.93623153596698"",""3.35475770328918"",""4.82239636013318"",""3.72532666110647"",""2.62105001748115"",""2.34626865671643"",""1.43431763373063"",""1.55001641722147"",""2.19201010963043"",""2.43873655522938"",""2.20607305781522"",""1.90566358695521"",""3.42362947609175"","
